id,n_hist,n_online,has_break,tau_index,tau_frac,hist_mean,hist_std,hist_skew,hist_kurt,hist_acf1,pre_mean,post_mean,pre_std,post_std,pre_acf1,post_acf1,mean_shift,std_ratio,ks_stat
12,3342,921,True,23,0.0249728555917481,9.131531e-09,1.0001496,-0.032363907,-0.0811944,-0.06672818958759308,-0.24565184116363525,-0.009934340603649616,0.8252717852592468,1.052372932434082,-0.5620114207267761,-0.24436718225479126,0.2357175052165985,1.2751834392547607,0.19231141667473614
13,2743,132,False,-1,,0.0,1.0001823,-0.053256232,-0.118444204,-0.006340645253658295,,,,,,,,,
14,3518,413,True,30,0.07263922518159806,-1.084337e-09,1.0001421,0.0013053183,0.054095745,-0.02564726397395134,-0.09855768829584122,-0.02404940314590931,0.9284002184867859,0.9768140912055969,0.1557987630367279,0.0008281909977085888,0.07450828701257706,1.052147626876831,0.17780678851174936
15,3460,880,False,-1,,1.1025136e-09,1.0001445,0.006547793,0.15649676,-0.08419515192508698,,,,,,,,,
16,1398,873,True,190,0.21764032073310424,-1.364341e-09,1.0003579,-0.055967428,-0.10230875,-0.7420075535774231,-0.09324833750724792,-0.04136822000145912,1.15603768825531,1.1584959030151367,-0.8020017743110657,-0.7448517680168152,0.0518801175057888,1.0021264553070068,0.04508746243353626
17,4516,335,True,143,0.42686567164179107,-4.4875065e-10,1.0001107,-0.006992624,0.10392833,-0.8920353651046753,-0.011391846463084221,0.0250552948564291,1.1123145818710327,1.02394437789917,-0.8913781642913818,-0.871654212474823,0.03644714131951332,0.9205528497695923,0.10722610722610723
18,2393,689,False,-1,,-1.9926334e-09,1.000209,-0.28331378,-0.7530017,0.12860481441020966,,,,,,,,,
19,3283,675,False,-1,,5.809773e-10,1.0001523,0.045107104,0.47150207,0.9421497583389282,,,,,,,,,
20,4355,136,True,91,0.6691176470588235,8.759351e-10,1.0001148,0.9302898,9.856851,-0.07311009615659714,0.2525997459888458,-0.14994439482688904,0.9573765993118286,1.924574613571167,-0.02707619220018387,-0.11877993494272232,-0.40254414081573486,2.010258674621582,0.18363858363858365
21,2344,799,True,134,0.1677096370463079,3.254861e-09,1.0002134,0.011356249,-0.14038229,0.3066704571247101,-0.6272882223129272,0.04590342938899994,0.8996159434318542,1.0456026792526245,0.17036673426628113,0.001658321707509458,0.6731916666030884,1.1622767448425293,0.30406239479295255
22,1772,868,True,348,0.4009216589861751,2.1527637e-09,1.0002823,0.081406765,-0.007915497,-0.017025312408804893,-0.00015674240421503782,0.032346148043870926,1.052147388458252,0.35387033224105835,-0.03205110505223274,-0.037452466785907745,0.03250288963317871,0.3363315165042877,0.29188770999115826
23,2052,656,True,254,0.3871951219512195,6.50655e-09,1.0002438,0.17142051,1.4233799,0.11367259174585342,0.0403217189013958,-0.09723707288503647,0.5015469789505005,2.2832190990448,0.3729081153869629,-0.014007008634507656,-0.13755878806114197,4.552353382110596,0.3182120891604967
24,1490,301,True,223,0.7408637873754153,6.400499e-10,1.0003358,0.23527111,0.98395777,0.008135328069329262,0.012998344376683235,0.06449946016073227,0.9853445887565613,0.9769262671470642,0.0664093866944313,0.022427745163440704,0.05150111764669418,0.9914564490318298,0.07577325514545245
25,2995,253,True,191,0.7549407114624506,1.9105328e-09,1.000167,0.14495856,0.613677,0.13297303020954132,-0.18383069336414337,0.02292006090283394,1.045225977897644,0.9820356369018555,0.2122710943222046,0.02057259902358055,0.206750750541687,0.9395438432693481,0.17708157405843608
26,3658,436,True,210,0.481651376146789,6.51773e-10,1.0001367,-0.045224745,1.8294568,2.6431744117871858e-05,-0.04077041149139404,0.05438421294093132,0.947974681854248,1.0682673454284668,0.04103485494852066,0.008592486381530762,0.09515462815761566,1.1268943548202515,0.07155499367888749
27,4728,267,True,224,0.8389513108614233,-1.6136621e-09,1.0001057,1.2442299,22.492575,0.003446365939453244,-0.019302180036902428,-0.04478146880865097,0.8989538550376892,1.0223358869552612,-0.022534355521202087,-0.08770744502544403,-0.025479288771748543,1.1372506618499756,0.12448089700996677
28,1140,641,False,-1,,-8.3655644e-10,1.0004389,-0.36583608,35.09462,0.019283631816506386,,,,,,,,,
29,3209,830,False,-1,,9.509996e-09,1.0001558,-0.03984193,0.045039892,0.3137313425540924,,,,,,,,,
30,1001,163,False,-1,,-3.8108863e-09,1.0004998,0.20486453,17.185873,0.1078818291425705,,,,,,,,,
31,4351,580,False,-1,,0.0,1.0001149,0.21535496,2.726819,0.022884568199515343,,,,,,,,,
32,1733,305,True,226,0.740983606557377,-1.100605e-09,1.0002886,-0.060194205,-0.062553644,-0.1577446013689041,0.03708045557141304,0.21814972162246704,0.8841666579246521,0.9477769136428833,-0.08231264352798462,-0.03876127302646637,0.1810692697763443,1.071943759918213,0.17150218438445167
33,2236,151,False,-1,,1.7060363e-09,1.0002236,0.045290522,0.31497335,-0.06233174353837967,,,,,,,,,
34,1720,41,False,-1,,3.3267709e-09,1.0002909,-0.18750978,0.33413863,0.6771255731582642,,,,,,,,,
35,4206,891,False,-1,,0.0,1.0001189,0.0033433926,0.25695515,-0.7608931064605713,,,,,,,,,
36,1092,165,False,-1,,5.239969e-09,1.0004582,-0.05471976,-0.30307603,0.47782909870147705,,,,,,,,,
37,3080,305,True,113,0.3704918032786885,0.0,1.0001624,0.012435309,0.90832734,0.0010353686520829797,0.06130160763859749,0.0010718926787376404,0.860160231590271,0.8132398724555969,-0.10379914939403534,0.04490383714437485,-0.06022971495985985,0.9454516172409058,0.08771202064896755
38,4527,945,True,878,0.9291005291005291,1.2639819e-09,1.0001104,-0.18558851,-0.26083565,0.3813773989677429,0.05353805050253868,0.05175134539604187,1.0742939710617065,0.9761366248130798,0.4095366299152374,0.5059271454811096,-0.001786705106496811,0.9086308479309082,0.09286709958181756
39,2616,397,False,-1,,-9.11386e-10,1.0001912,0.01545913,0.010127306,0.017611445859074593,,,,,,,,,
40,1326,307,True,198,0.6449511400651465,1.4384228e-09,1.0003773,-0.09277433,0.1442771,0.43394243717193604,-0.06666868180036545,-0.09502065926790237,1.0841803550720215,0.803154468536377,0.4356033205986023,0.5135208964347839,-0.028351977467536926,0.7407941818237305,0.12325085719581133
41,1546,458,True,413,0.9017467248908297,-1.2337313e-09,1.0003237,-0.5037442,29.022514,0.022717785090208054,0.04665708541870117,-0.009270824491977692,0.9933614134788513,0.526782751083374,-0.01517946831882,-0.0833880603313446,-0.055927909910678864,0.5303032398223877,0.09357008340059188
42,2440,505,True,53,0.10495049504950495,-7.8170026e-10,1.0002049,0.0634577,0.0022552013,0.4797232151031494,-0.08442696928977966,0.05476359650492668,1.1026721000671387,0.964823305606842,0.500243604183197,0.4958665370941162,0.13919056951999664,0.8749865889549255,0.11930205376523627
43,2259,655,True,44,0.06717557251908397,8.4433316e-10,1.0002214,0.032241438,0.21566582,-0.011977067217230797,0.0375359021127224,0.06093777343630791,1.060072660446167,1.058024287223816,-0.05667347088456154,0.06347158551216125,0.02340187132358551,0.9980676770210266,0.08867728016664186
44,4188,610,False,-1,,-9.108637e-10,1.0001193,0.1156375,0.090792656,0.6261672973632812,,,,,,,,,
45,1716,325,True,222,0.683076923076923,2.223017e-09,1.0002915,-0.24465135,0.09266305,0.1682172268629074,0.015697592869400978,-0.010699495673179626,1.040960431098938,0.9611310958862305,0.09130027145147324,0.05288885906338692,-0.026397088542580605,0.9233118295669556,0.07478352138546314
46,1366,332,False,-1,,2.7926041e-09,1.0003662,-0.023551581,0.013335943,0.07605300843715668,,,,,,,,,
47,3280,386,True,80,0.20725388601036268,5.8150873e-10,1.0001525,-0.04552216,0.15793657,0.0059537701308727264,0.0038685768377035856,-0.06858612596988678,0.9489848613739014,1.000753402709961,-0.14679478108882904,-0.009811046533286572,-0.07245470583438873,1.0545514822006226,0.057352941176470586
48,4252,260,True,167,0.6423076923076924,-1.3457304e-09,1.0001175,-0.018145256,0.9469359,0.0009236501646228135,-0.034906819462776184,-0.02155873365700245,0.27847516536712646,0.28880420327186584,0.06511492282152176,-0.09270603954792023,0.013348085805773735,1.0370913743972778,0.08499130770716631
49,1419,988,True,231,0.23380566801619435,1.3441498e-09,1.0003525,-0.08375373,1.0345497,0.1324632614850998,-0.2916615903377533,-0.5763164162635803,1.174192190170288,4.229236125946045,0.005611324682831764,0.01258904580026865,-0.284654825925827,3.6018261909484863,0.30413399898208354
50,3840,929,False,-1,,3.7252904e-10,1.0001302,-0.050546482,0.1124928,-0.03983987122774124,,,,,,,,,
51,1884,253,True,168,0.6640316205533597,-1.0123932e-09,1.0002655,-0.05610659,0.08363223,0.5285668969154358,0.11290118843317032,0.2361321896314621,0.9472346901893616,1.1157722473144531,0.47279858589172363,0.40748661756515503,0.12323100119829178,1.1779258251190186,0.11624649859943978
52,1593,702,False,-1,,0.0,1.000314,0.07172389,0.06330848,0.21591304242610931,,,,,,,,,
53,3705,680,True,191,0.28088235294117647,-1.5444118e-09,1.000135,-0.100132234,0.075841665,-0.1380196511745453,0.050611793994903564,0.023726170882582664,1.0105010271072388,1.020119547843933,-0.07667793333530426,-0.16457140445709229,-0.0268856231123209,1.0095186233520508,0.08323429587040547
54,1945,93,True,3,0.03225806451612903,1.961284e-09,1.0002571,-0.046779986,1.7206802,0.27409908175468445,-0.11149054765701294,0.08767776191234589,0.3515406847000122,0.8004088401794434,-0.6544119715690613,0.20671933889389038,0.19916830956935883,2.276859760284424,0.4666666666666667
55,2774,640,True,586,0.915625,-2.406532e-09,1.0001802,0.001882813,-0.049633503,-0.043940555304288864,0.02573639154434204,0.009766552597284317,1.0416568517684937,1.0564780235290527,-0.1249026283621788,0.047139231115579605,-0.015969838947057724,1.0142284631729126,0.07988876248261914
56,4748,985,True,638,0.6477157360406092,-8.0343243e-10,1.0001053,0.2528072,3.002993,-0.00030141090974211693,-0.06554921716451645,0.014328507706522942,0.9417462348937988,0.9615620374679565,0.035565268248319626,-0.12211582064628601,0.07987772673368454,1.0210415124893188,0.051841579865032114
57,2189,782,False,-1,,3.4853334e-09,1.0002285,0.22832842,0.8919687,0.005089747253805399,,,,,,,,,
58,1274,713,False,-1,,-1.497134e-09,1.0003927,-0.07986703,0.34590936,0.07775093615055084,,,,,,,,,
59,1897,593,False,-1,,-2.0109105e-09,1.0002637,-0.04835976,-0.07346678,0.016855653375387192,,,,,,,,,
60,3212,45,True,17,0.37777777777777777,5.1959215e-10,1.0001557,-0.0053171143,1.0591497,-0.9752315878868103,-0.10402443259954453,-0.12109757959842682,0.3027046322822571,0.8739649653434753,-0.8672060370445251,-0.6870569586753845,-0.017073146998882294,2.8871872425079346,0.35714285714285715
61,3640,365,True,48,0.13150684931506848,1.5719906e-09,1.0001373,0.110190526,0.41237903,0.1249052956700325,0.1257515698671341,0.15920503437519073,0.8529853224754333,0.9754894375801086,-0.024929480627179146,0.10030560940504074,0.03345346450805664,1.143618106842041,0.13242639327024186
62,2850,528,False,-1,,-2.0077353e-09,1.0001755,0.016610574,0.026789427,-0.25907015800476074,,,,,,,,,
63,4414,113,True,38,0.336283185840708,-4.3211343e-10,1.0001132,0.9703874,49.794415,0.02231896109879017,0.027879545465111732,-0.07800368219614029,0.505190908908844,1.2972770929336548,-0.03008182719349861,-0.0971730425953865,-0.10588322579860687,2.567894697189331,0.17508771929824563
64,1261,321,False,-1,,1.5125683e-09,1.0003967,0.08932212,0.024200916,-0.19482149183750153,,,,,,,,,
65,1774,484,False,-1,,2.1503366e-09,1.0002819,0.20817779,-0.081385136,-0.24869155883789062,,,,,,,,,
66,2472,639,False,-1,,-1.5431624e-09,1.0002023,0.05313689,-0.013552666,0.19849368929862976,,,,,,,,,
67,4746,245,False,-1,,1.607542e-09,1.0001054,0.70620173,37.563656,0.007232083939015865,,,,,,,,,
68,4079,937,True,621,0.6627534685165422,1.4028061e-09,1.0001225,-0.13574842,4.5415893,0.015168970450758934,0.06472495943307877,0.04627823084592819,1.0041369199752808,1.0844542980194092,-0.015312639065086842,-0.05996318534016609,-0.018446728587150574,1.0799864530563354,0.0411647200309831
69,3356,229,False,-1,,0.0,1.000149,0.6964513,0.6075773,0.7526432275772095,,,,,,,,,
70,1281,365,False,-1,,1.4889528e-09,1.0003905,-0.038014084,-0.0032467842,-0.01523451879620552,,,,,,,,,
71,1501,675,False,-1,,2.5414373e-09,1.0003333,-0.01433338,-0.31551075,0.3382996916770935,,,,,,,,,
72,1833,513,True,405,0.7894736842105263,1.0405612e-09,1.0002729,-0.044812046,-0.8182628,0.19909554719924927,0.06507669389247894,0.015391681343317032,0.9342121481895447,0.6996995806694031,0.07554968446493149,0.23842383921146393,-0.04968501254916191,0.7489728927612305,0.15308641975308643
73,2280,71,True,5,0.07042253521126761,2.5096694e-09,1.0002193,-0.10457233,-0.004099369,0.01696481555700302,-0.22384695708751678,-0.22872543334960938,0.9781771898269653,0.9756447076797485,-0.05102815851569176,0.18742579221725464,-0.00487847626209259,0.9974110126495361,0.2696969696969697
74,2432,228,True,148,0.6491228070175439,3.9213582e-10,1.0002056,-0.02102728,0.05940318,-0.0932760089635849,-0.03232067450881004,-0.03186448663473129,1.112324595451355,1.0620157718658447,-0.07871899008750916,-0.05580269917845726,0.0004561878740787506,0.9547714591026306,0.062162162162162166
75,4837,963,False,-1,,2.1687858e-09,1.0001034,-0.046113767,-0.017324924,-0.5140278935432434,,,,,,,,,
76,1054,147,False,-1,,1.8096287e-09,1.0004747,-0.02039861,-0.014038324,-0.0932387262582779,,,,,,,,,
77,1137,887,False,-1,,-1.6775273e-09,1.00044,0.20903276,1.3030577,-0.07623706012964249,,,,,,,,,
78,2176,889,False,-1,,0.0,1.0002298,0.40546337,0.16543937,0.8911980986595154,,,,,,,,,
79,2462,308,True,286,0.9285714285714286,1.5494303e-09,1.0002031,0.732245,6.6460524,0.0429578498005867,-0.040531519800424576,0.2500931918621063,0.766741931438446,1.0132501125335693,0.10341040790081024,-0.08132082968950272,0.2906247079372406,1.3215008974075317,0.24475524475524477
80,1460,12,False,-1,,5.225613e-09,1.0003427,-0.5040233,0.11945295,0.8788132667541504,,,,,,,,,
81,2175,589,False,-1,,-2.1923548e-10,1.00023,0.06948057,0.7129278,-0.04539037495851517,,,,,,,,,
82,2088,751,False,-1,,-1.9411475e-09,1.0002395,0.0009041801,-0.107728004,-0.06026608124375343,,,,,,,,,
83,2532,145,True,2,0.013793103448275862,1.5065945e-09,1.0001975,-0.015578157,-0.09399867,0.1735895574092865,2.0699949264526367,-0.0819576308131218,0.01855826936662197,0.9661200046539307,,0.21986745297908783,-2.1519525051116943,52.05873489379883,0.9790209790209791
84,1076,896,False,-1,,-5.3178866e-09,1.000465,-0.20548162,1.7426629,0.07539578527212143,,,,,,,,,
85,5000,79,True,48,0.6075949367088608,1.9073486e-10,1.0001,-0.010833966,-0.09947896,-0.3602963387966156,0.03262759745121002,-0.13828426599502563,0.995307207107544,1.0496940612792969,-0.1415673941373825,-0.2440902292728424,-0.17091186344623566,1.0546432733535767,0.10954301075268817
86,2642,961,False,-1,,7.219336e-10,1.0001893,1.2520626,7.715969,-0.06493459641933441,,,,,,,,,
87,4203,781,False,-1,,-1.815226e-09,1.000119,0.018263023,0.037791014,-0.05376119911670685,,,,,,,,,
88,2561,381,False,-1,,2.2343014e-09,1.0001953,0.043258924,-0.10207343,0.6515801548957825,,,,,,,,,
89,2360,19,True,5,0.2631578947368421,1.6163971e-09,1.000212,0.040959183,-0.07660818,0.33448299765586853,1.1466362476348877,0.015494086779654026,0.8291634321212769,0.8717168569564819,0.09286770969629288,0.3687024414539337,-1.1311421394348145,1.0513209104537964,0.5714285714285714
90,1745,933,True,819,0.8778135048231511,-3.2791094e-09,1.0002867,0.016582763,0.3105452,0.37688350677490234,0.050482794642448425,-0.07071392238140106,1.0184147357940674,0.9656571745872498,0.4250338673591614,0.38957899808883667,-0.12119671702384949,0.9481964111328125,0.11377803483066641
91,2909,86,False,-1,,-3.278358e-10,1.0001719,-0.015238009,-0.022948027,0.017408188432455063,,,,,,,,,
92,2769,366,True,48,0.13114754098360656,1.3776443e-09,1.0001806,0.14406401,0.81405807,-0.07819350808858871,0.09172781556844711,0.015493675135076046,0.8264338374137878,0.8300392627716064,0.06718701124191284,-0.05404304340481758,-0.07623413950204849,1.0043625831604004,0.1619496855345912
93,1092,192,False,-1,,-3.7116445e-09,1.0004582,-0.18935092,0.7390685,0.17947691679000854,,,,,,,,,
94,2893,718,True,15,0.020891364902506964,-9.889467e-10,1.0001729,-0.599862,2.427609,-0.6030439734458923,-0.04802495613694191,0.034006498754024506,0.8143310546875,0.9501226544380188,-0.465873658657074,-0.5506768226623535,0.08203145861625671,1.1667523384094238,0.13390232337600758
95,4131,456,True,310,0.6798245614035088,0.0,1.000121,0.054710157,0.123174906,-0.40763115882873535,0.05088706687092781,-0.04099372401833534,0.9339584112167358,1.087223768234253,-0.362535685300827,-0.4181479513645172,-0.09188079088926315,1.1641030311584473,0.12867874502872292
96,4820,583,False,-1,,-1.582862e-09,1.0001037,0.30063424,1.3651457,0.01389809139072895,,,,,,,,,
97,1690,585,True,317,0.5418803418803418,1.692913e-09,1.000296,-0.081342444,0.06446934,0.13166366517543793,0.02168305404484272,0.10298562049865723,0.8778104186058044,1.2317848205566406,0.07271046191453934,0.07626459747552872,0.08130256831645966,1.4032469987869263,0.10919770234003484
98,2054,214,False,-1,,7.4288167e-09,1.0002435,1.4661257,5.2890453,-0.021938394755125046,,,,,,,,,
99,1811,145,True,16,0.1103448275862069,1.0532019e-09,1.0002762,0.12356458,0.05915618,0.25731489062309265,-0.14046138525009155,-0.07571528106927872,0.8544780015945435,0.9884961843490601,0.17723552882671356,0.39071226119995117,0.06474610418081284,1.1568421125411987,0.11627906976744186
100,2685,135,True,115,0.8518518518518519,2.8414877e-09,1.0001862,0.045547023,-0.0047397614,0.5092288255691528,-0.33552172780036926,0.051758527755737305,1.0285106897354126,0.8963242769241333,0.4762864112854004,0.3335084915161133,0.38728025555610657,0.8714778423309326,0.2108695652173913
101,1630,188,False,-1,,2.340305e-09,1.000307,0.056339916,0.5839064,0.024743566289544106,,,,,,,,,
102,2642,821,False,-1,,0.0,1.0001893,0.0085349865,-0.16744018,-0.3462427258491516,,,,,,,,,
103,2200,652,False,-1,,1.7339533e-09,1.0002273,-0.039808545,0.0047023296,-0.03898163139820099,,,,,,,,,
104,2385,383,True,288,0.7519582245430809,2.3991806e-09,1.0002097,-0.18258768,2.1295667,0.2860683798789978,-0.053823262453079224,-0.058086104691028595,1.0974817276000977,0.8206658959388733,0.3117145597934723,0.33474090695381165,-0.004262842237949371,0.7477717995643616,0.10307017543859649
105,4681,690,False,-1,,-8.149321e-10,1.0001068,0.11260211,0.36210966,-0.01634644903242588,,,,,,,,,
106,4861,105,False,-1,,7.8475565e-10,1.0001029,-0.03398761,-0.035929203,0.44780397415161133,,,,,,,,,
107,3606,555,False,-1,,-4.2315e-09,1.0001388,1.0910822,0.5925727,-0.06983301788568497,,,,,,,,,
108,1419,173,False,-1,,3.696412e-09,1.0003525,0.21643458,0.2831986,0.14502272009849548,,,,,,,,,
109,3250,152,False,-1,,1.173753e-09,1.0001539,0.8862443,9.686317,-0.03469279035925865,,,,,,,,,
110,1790,467,True,348,0.7451820128479657,0.0,1.0002794,0.33160707,2.4885879,-0.04462745040655136,-0.050875015556812286,0.022415274754166603,1.110642910003662,1.2497997283935547,-0.03951074928045273,-0.014006638899445534,0.07329028844833374,1.1252939701080322,0.10434173669467788
111,3898,289,False,-1,,1.9572588e-09,1.0001283,-0.039618593,-0.033698082,0.2535351514816284,,,,,,,,,
112,3787,658,False,-1,,5.036569e-10,1.0001321,-0.0073968954,-0.01218462,-0.09465810656547546,,,,,,,,,
113,1116,207,False,-1,,-4.2727344e-10,1.0004483,0.31466764,2.3296976,0.00893102865666151,,,,,,,,,
114,2342,286,False,-1,,-2.4432305e-09,1.0002135,0.09602511,0.060246468,0.015581715852022171,,,,,,,,,
115,1500,692,True,270,0.3901734104046243,-2.5431315e-09,1.0003335,-0.14129724,2.7923117,-0.020749390125274658,0.003827326465398073,0.0007076444453559816,1.0958688259124756,0.9442752599716187,-0.0071457019075751305,0.023201536387205124,-0.0031196819618344307,0.8616681694984436,0.06018957345971564
116,2736,127,True,80,0.6299212598425197,-2.7885214e-09,1.0001827,0.19998236,1.8601947,0.11734455078840256,0.2738479971885681,0.0220971517264843,0.9398351907730103,0.7889477610588074,0.23629088699817657,0.045899294316768646,-0.2517508566379547,0.8394532799720764,0.18856382978723404
117,1852,349,True,16,0.045845272206303724,2.0597717e-09,1.0002701,0.28939384,0.95583534,-0.0349210724234581,-0.3003491461277008,0.029397208243608475,0.7878597378730774,0.9554311037063599,-0.06558054685592651,0.042120229452848434,0.3297463655471802,1.2126919031143188,0.25319069069069067
118,1224,36,False,-1,,1.5582914e-09,1.0004088,0.056905754,-0.07238364,-0.40737438201904297,,,,,,,,,
119,2410,363,False,-1,,3.165724e-09,1.0002075,-0.5615039,9.78361,-0.15317605435848236,,,,,,,,,
120,2748,916,True,574,0.6266375545851528,2.7763445e-09,1.000182,-0.040926322,-0.10998869,-0.03833585977554321,0.03992713987827301,-0.0029655108228325844,0.9903075695037842,0.9262911677360535,0.0628359392285347,0.07520261406898499,-0.04289264976978302,0.9353570342063904,0.05071622144792876
121,2755,115,False,-1,,-6.9232253e-10,1.0001816,0.9384613,18.589172,0.04019443318247795,,,,,,,,,
122,2803,331,False,-1,,2.0414006e-09,1.0001785,0.09870695,0.6741655,-0.005403632298111916,,,,,,,,,
123,1841,920,True,566,0.6152173913043478,1.0360395e-09,1.0002717,0.13195464,1.6829748,0.09010514616966248,0.03619317337870598,-0.03701666742563248,0.836257815361023,0.9973562359809875,0.18425776064395905,0.11733199656009674,-0.07320983707904816,1.192642092704773,0.06307520313030285
124,3452,951,True,568,0.5972660357518401,0.0,1.0001448,4.8687725,124.27013,0.3215808570384979,-0.05705530568957329,0.04760069027543068,0.867730975151062,0.8699156641960144,0.29239070415496826,0.33932799100875854,0.10465599596500397,1.0025177001953125,0.07218769536277718
125,1276,511,False,-1,,-1.4947873e-09,1.0003921,-0.1743298,16.145493,0.0037692557089030743,,,,,,,,,
126,4636,931,False,-1,,-8.228424e-10,1.0001079,-0.6144718,17.103796,0.013870125636458397,,,,,,,,,
127,1154,986,False,-1,,-8.2640755e-10,1.0004336,0.035440605,0.48503995,0.16170255839824677,,,,,,,,,
128,1934,227,True,82,0.36123348017621143,1.972439e-09,1.0002587,-0.008967347,0.26064086,-0.024173056706786156,-0.057373594492673874,-0.06526259332895279,0.8832709789276123,0.9591555595397949,-0.2212080955505371,0.01777363009750843,-0.007888998836278915,1.0859131813049316,0.06871320437342304
129,4650,680,False,-1,,1.3330931e-09,1.0001075,-0.030461144,-0.011549473,0.7853467464447021,,,,,,,,,
130,3093,352,False,-1,,0.0,1.0001616,0.36256647,2.794022,-0.03205454349517822,,,,,,,,,
131,2132,725,False,-1,,1.7892576e-09,1.0002346,-0.1903569,2.9862928,0.18084444105625153,,,,,,,,,
132,1121,211,False,-1,,3.4029413e-09,1.0004463,-0.027573837,-0.107666254,-0.10183786600828171,,,,,,,,,
133,3544,730,False,-1,,-2.1527637e-09,1.0001411,-0.0066697267,0.07808399,0.33630889654159546,,,,,,,,,
134,1256,458,False,-1,,-1.8982371e-09,1.0003983,0.053851407,0.39844418,0.01378234289586544,,,,,,,,,
135,1707,676,True,624,0.9230769230769231,-5.5868443e-10,1.000293,0.11272625,0.050628424,0.535552442073822,-0.01782575622200966,-0.1071450412273407,1.0512086153030396,1.0464421510696411,0.6177449822425842,0.6905055642127991,-0.08931928873062134,0.9954657554626465,0.11057692307692307
136,3844,752,True,376,0.5,-9.923771e-10,1.00013,-0.047635764,-0.11842656,-0.2765166759490967,-0.02252967841923237,0.004947413690388203,1.0008454322814941,1.026816487312317,-0.21080265939235687,-0.23624113202095032,0.027477093040943146,1.0259491205215454,0.0425531914893617
137,3271,85,False,-1,,-6.9973045e-09,1.0001528,-0.1889543,1.3754754,0.15308736264705658,,,,,,,,,
138,1426,595,True,63,0.10588235294117647,-2.6751033e-09,1.0003508,1.4374989,35.803234,0.10808178782463074,-0.16962797939777374,0.08436048030853271,1.1498585939407349,0.9938077330589294,-0.0512927807867527,0.07751643657684326,0.25398844480514526,0.8642868995666504,0.22180451127819548
139,3105,542,True,91,0.16789667896678967,-1.1517806e-09,1.000161,0.024992736,0.033228636,-0.5278278589248657,0.012648211792111397,-0.026754911988973618,1.050140619277954,1.0791975259780884,-0.6394025683403015,-0.6730846762657166,-0.039403125643730164,1.0276695489883423,0.09858434248678151
140,4766,48,False,-1,,-1.0004976e-09,1.0001049,0.2928218,3.595542,0.035404980182647705,,,,,,,,,
141,4131,407,True,197,0.48402948402948404,-1.8468639e-09,1.000121,-0.09447415,0.23511815,0.00428999587893486,0.06867338716983795,-0.04708751663565636,1.036659836769104,0.7212648391723633,-0.06658703088760376,-0.052682843059301376,-0.1157609075307846,0.6957584619522095,0.18605269518975104
142,1233,946,True,280,0.2959830866807611,6.1876677e-09,1.0004058,0.16378467,0.15405846,0.5191941261291504,-0.031106462702155113,0.03367394208908081,1.0445539951324463,1.0171171426773071,0.5552774667739868,0.42168742418289185,0.06478040665388107,0.9737334251403809,0.05978120978120978
